,90d_global_clustering_coefficient
2006-05-12,0.7496992289482053
2006-05-15,0.7436259012243462
2006-05-16,0.7470191494149108
2006-05-17,0.7411846787473402
2006-05-18,0.7392742169134904
2006-05-19,0.7359943934207346
2006-05-22,0.734147252214353
2006-05-23,0.7339577753436586
2006-05-24,0.7384986495103685
2006-05-25,0.735690259804069
2006-05-26,0.7330980832023325
2006-05-30,0.7299574308177601
2006-05-31,0.7369039203151521
2006-06-01,0.734205303193491
2006-06-02,0.7333187617937637
2006-06-05,0.7222351712429248
2006-06-06,0.7181294728496898
2006-06-07,0.7165131711331527
2006-06-08,0.7112378156962097
2006-06-09,0.7090930285507738
2006-06-12,0.7064213321878463
2006-06-13,0.7008673013174368
2006-06-14,0.7046643174922308
2006-06-15,0.707150350289995
2006-06-16,0.7134560394397245
2006-06-19,0.716235084081856
2006-06-20,0.719345934256471
2006-06-21,0.7164598773577301
2006-06-22,0.7197180163407245
2006-06-23,0.7203477296989217
2006-06-26,0.7226523357279915
2006-06-27,0.7228197582975846
2006-06-28,0.7286037978259794
2006-06-29,0.7305362140801808
2006-06-30,0.7324794966352407
2006-07-03,0.7354768726611096
2006-07-05,0.7365193813636682
2006-07-06,0.7352256912734019
2006-07-07,0.7396994421465404
2006-07-10,0.7385214961615413
2006-07-11,0.7354567781106172
2006-07-12,0.7409436842999538
2006-07-13,0.7375148822653845
2006-07-14,0.7338102771095053
2006-07-17,0.7377282401677832
2006-07-18,0.7445454766084558
2006-07-19,0.7428729793190705
2006-07-20,0.7404700196875382
2006-07-21,0.7392099776693611
2006-07-24,0.7298144355388756
2006-07-25,0.726593618098732
2006-07-26,0.7255106536865731
2006-07-27,0.7246346619145996
2006-07-28,0.7259211908437845
2006-07-31,0.7229848481270281
2006-08-01,0.7319914928143061
2006-08-02,0.7341457128233904
2006-08-03,0.7288597407518653
2006-08-04,0.7267806996246761
2006-08-07,0.7275708635727399
2006-08-08,0.7258120590129411
2006-08-09,0.7238380565237985
2006-08-10,0.7229450343687434
2006-08-11,0.724701769509423
2006-08-14,0.7329108837007761
2006-08-15,0.7320842872179523
2006-08-16,0.7291456261005319
2006-08-17,0.7203687461676166
2006-08-18,0.7205528070518831
2006-08-21,0.7202373785092553
2006-08-22,0.7215455420644814
2006-08-23,0.7103770878496007
2006-08-24,0.7126577617362063
2006-08-25,0.7110206704281449
2006-08-28,0.7183439058961133
2006-08-29,0.7253389741137882
2006-08-30,0.7304795862655982
2006-08-31,0.7341623881391696
2006-09-01,0.7385998584222434
2006-09-05,0.7381315849363338
2006-09-06,0.7327329177736079
2006-09-07,0.7272000599653904
2006-09-08,0.734627952119502
2006-09-11,0.7360590296063375
2006-09-12,0.7356830101858605
2006-09-13,0.7369797423515791
2006-09-14,0.7398480793076229
2006-09-15,0.7389818233430427
2006-09-18,0.7418486063443835
2006-09-19,0.7433147766724321
2006-09-20,0.744889666590739
2006-09-21,0.7460160916942258
2006-09-22,0.7357604452083479
2006-09-25,0.742322253974727
2006-09-26,0.7490524193565256
2006-09-27,0.7482770208509788
2006-09-28,0.7491995185937189
2006-09-29,0.7468088994431399
2006-10-02,0.7540710199958731
2006-10-03,0.758884437681157
2006-10-04,0.7502549091530564
2006-10-05,0.7468187494705846
2006-10-06,0.7436437036444546
2006-10-09,0.7453255716539423
2006-10-10,0.746270427667652
2006-10-11,0.7474775790206069
2006-10-12,0.7440078601636722
2006-10-13,0.748942301867807
2006-10-16,0.7537157358830163
2006-10-17,0.7477276869525696
2006-10-18,0.7441882994078618
2006-10-19,0.7466663513319933
2006-10-20,0.7524218086418472
2006-10-23,0.7589148475344345
2006-10-24,0.7633096794959203
2006-10-25,0.7641530977604836
2006-10-26,0.7607575013751218
2006-10-27,0.7650685517944746
2006-10-30,0.7612851402291153
2006-10-31,0.759885249347945
2006-11-01,0.7573283358863804
2006-11-02,0.7514254767566552
2006-11-03,0.7521490681768525
2006-11-06,0.7511213382617558
2006-11-07,0.7506648518560024
2006-11-08,0.7562297615452888
2006-11-09,0.7513325898673887
2006-11-10,0.7471359181802967
2006-11-13,0.7517326129407306
2006-11-14,0.7496929163267252
2006-11-15,0.7469612306584793
2006-11-16,0.7470332200131387
2006-11-17,0.7517028705157917
2006-11-20,0.749357638742374
2006-11-21,0.7493237716817949
2006-11-22,0.7429662756620302
2006-11-24,0.7461501509840238
2006-11-27,0.7478455148551061
2006-11-28,0.7547542415075743
2006-11-29,0.7608765786867431
2006-11-30,0.7631710204609269
2006-12-01,0.747023084337741
2006-12-04,0.7538335143796452
2006-12-05,0.7606649895148003
2006-12-06,0.7599799550834159
2006-12-07,0.7642075353047727
2006-12-08,0.7655085000382694
2006-12-11,0.7607320548946735
2006-12-12,0.7582977055125342
2006-12-13,0.7558309263171346
2006-12-14,0.755429215733165
2006-12-15,0.7504154775400483
2006-12-18,0.7421230173183374
2006-12-19,0.7390850445559571
2006-12-20,0.7403304317177907
2006-12-21,0.7380817395211978
2006-12-22,0.7380885670416905
2006-12-26,0.7358230508656882
2006-12-27,0.7288027294873309
2006-12-28,0.7303417141090737
2006-12-29,0.7235244212370177
2007-01-03,0.7126846762466663
2007-01-04,0.7241436491891603
2007-01-05,0.7306826256143919
2007-01-08,0.7339065572286569
2007-01-09,0.7371916320005293
2007-01-10,0.743820078036908
2007-01-11,0.7361980824985503
2007-01-12,0.7402483154830842
2007-01-16,0.747483838299034
2007-01-17,0.7585195388077497
2007-01-18,0.7557826472672206
2007-01-19,0.7587717657283335
2007-01-22,0.7601515011959903
2007-01-23,0.765573714323332
