,90d_global_clustering_coefficient
2006-05-12,0.1708886946578768
2006-05-15,0.17061052227852191
2006-05-16,0.17147049406446196
2006-05-17,0.17176033120215067
2006-05-18,0.17176641822979424
2006-05-19,0.17174271130754395
2006-05-22,0.17170738150052875
2006-05-23,0.1716685586220626
2006-05-24,0.17249373462075018
2006-05-25,0.17358035912950395
2006-05-26,0.17325029249611648
2006-05-30,0.17361539516564853
2006-05-31,0.1730929696824426
2006-06-01,0.1728171023892636
2006-06-02,0.173932091269029
2006-06-05,0.17374427960756852
2006-06-06,0.17380798576423934
2006-06-07,0.17398923591278123
2006-06-08,0.17409385330756882
2006-06-09,0.1746270163713696
2006-06-12,0.17455665634677012
2006-06-13,0.17464565772549862
2006-06-14,0.17483609649320336
2006-06-15,0.17525622319711964
2006-06-16,0.17521461017473638
2006-06-19,0.17549109806227484
2006-06-20,0.17522905779324438
2006-06-21,0.1751298970358013
2006-06-22,0.17541065656431365
2006-06-23,0.175423169076423
2006-06-26,0.17561998999289838
2006-06-27,0.17583313187998417
2006-06-28,0.17582343929001518
2006-06-29,0.17638363198377677
2006-06-30,0.1764551320414564
2006-07-03,0.17649705663586665
2006-07-05,0.1766654744204245
2006-07-06,0.1766828337838995
2006-07-07,0.17647471393919997
2006-07-10,0.17601915510948593
2006-07-11,0.17577438968352083
2006-07-12,0.1758800612672744
2006-07-13,0.17600499473654035
2006-07-14,0.17577970487573497
2006-07-17,0.17591917936765072
2006-07-18,0.1759649489105073
2006-07-19,0.17650283697908956
2006-07-20,0.1767642837540428
2006-07-21,0.17673199027288777
2006-07-24,0.17680403425777957
2006-07-25,0.1767341231806868
2006-07-26,0.1766333839634626
2006-07-27,0.1767948975846336
2006-07-28,0.17664156643439163
2006-07-31,0.17642576079605393
2006-08-01,0.17646676496953673
2006-08-02,0.17643995105895824
2006-08-03,0.1766404267469516
2006-08-04,0.17637936300109594
2006-08-07,0.17660195943196946
2006-08-08,0.17647114592158591
2006-08-09,0.17641862663385374
2006-08-10,0.17670147364346375
2006-08-11,0.17677570565505027
2006-08-14,0.17687866976881572
2006-08-15,0.17674046715469152
2006-08-16,0.1760553215622161
2006-08-17,0.17586135284333057
2006-08-18,0.17597145461873664
2006-08-21,0.17562346502217463
2006-08-22,0.17592616634473204
2006-08-23,0.17580295933331072
2006-08-24,0.17577904501147665
2006-08-25,0.175962079321693
2006-08-28,0.17586586252500988
2006-08-29,0.17554971632888344
2006-08-30,0.175587162961227
2006-08-31,0.17551024766810358
2006-09-01,0.17556293921747493
2006-09-05,0.17504408494581833
2006-09-06,0.17525711244158082
2006-09-07,0.17598444694863524
2006-09-08,0.1759183162787665
2006-09-11,0.1756693587848206
2006-09-12,0.17562251873024903
2006-09-13,0.17541762068380287
2006-09-14,0.1756967232953775
2006-09-15,0.17583035827998142
2006-09-18,0.17561747654013815
2006-09-19,0.1754892602778632
2006-09-20,0.17470607442262226
2006-09-21,0.17435485005005727
2006-09-22,0.1737887480366113
2006-09-25,0.17406187336454285
2006-09-26,0.17362918956102738
2006-09-27,0.17354335655878164
2006-09-28,0.17354456939591295
2006-09-29,0.17361955680239713
2006-10-02,0.17375205728133966
2006-10-03,0.1739212327664475
2006-10-04,0.17379804718571137
2006-10-05,0.173734346750465
2006-10-06,0.17357781977373385
2006-10-09,0.17343423626312007
2006-10-10,0.17310130566010992
2006-10-11,0.17330102466524736
2006-10-12,0.17302678893507722
2006-10-13,0.17301072053851832
2006-10-16,0.17270930835244802
2006-10-17,0.1724134993515511
2006-10-18,0.17282778504493412
2006-10-19,0.17291874403244684
2006-10-20,0.1730956683743693
2006-10-23,0.1732287757627861
2006-10-24,0.17309045105793364
2006-10-25,0.17329900871954615
2006-10-26,0.1726784621140164
2006-10-27,0.1729618555060441
2006-10-30,0.17263663174221794
2006-10-31,0.17219530337969025
2006-11-01,0.17219805850108758
2006-11-02,0.171434139848393
2006-11-03,0.17186259578097404
2006-11-06,0.17131063151085535
2006-11-07,0.17084315522202692
2006-11-08,0.17063951660744614
2006-11-09,0.17034885117521636
2006-11-10,0.17096122385463655
2006-11-13,0.1712753511902327
2006-11-14,0.17142993437344278
2006-11-15,0.17173235439796222
2006-11-16,0.17117243224588555
2006-11-17,0.17121712042217926
2006-11-20,0.1705501392791574
2006-11-21,0.17052285657046684
2006-11-22,0.1705991806318202
2006-11-24,0.16963076025183596
2006-11-27,0.17014553881529684
2006-11-28,0.17140397960487613
2006-11-29,0.17160101598634975
2006-11-30,0.1708360514021803
2006-12-01,0.17052564809814202
2006-12-04,0.170225654266337
2006-12-05,0.16871496324255902
