,90d_global_clustering_coefficient
2006-05-12,0.027956989247311832
2006-05-15,0.030107526881720432
2006-05-16,0.036559139784946244
2006-05-17,0.03870967741935485
2006-05-18,0.03870967741935485
2006-05-19,0.043010752688172046
2006-05-22,0.03655913978494625
2006-05-23,0.04086021505376344
2006-05-24,0.03870967741935485
2006-05-25,0.036559139784946244
2006-05-26,0.03440860215053764
2006-05-30,0.043010752688172046
2006-05-31,0.030107526881720432
2006-06-01,0.02795698924731183
2006-06-02,0.02795698924731183
2006-06-05,0.04086021505376344
2006-06-06,0.049462365591397855
2006-06-07,0.05161290322580645
2006-06-08,0.053763440860215055
2006-06-09,0.06451612903225806
2006-06-12,0.06881720430107527
2006-06-13,0.07956989247311828
2006-06-14,0.07741935483870968
2006-06-15,0.0903225806451613
2006-06-16,0.09247311827956989
2006-06-19,0.0881720430107527
2006-06-20,0.08817204301075271
2006-06-21,0.09247311827956989
2006-06-22,0.08817204301075271
2006-06-23,0.08387096774193549
2006-06-26,0.07311827956989249
2006-06-27,0.06881720430107527
2006-06-28,0.06666666666666668
2006-06-29,0.0774193548387097
2006-06-30,0.08817204301075271
2006-07-03,0.09247311827956987
2006-07-05,0.10322580645161292
2006-07-06,0.1010752688172043
2006-07-07,0.0967741935483871
2006-07-10,0.0989247311827957
2006-07-11,0.1032258064516129
2006-07-12,0.10537634408602152
2006-07-13,0.12258064516129033
2006-07-14,0.12473118279569892
2006-07-17,0.12473118279569892
2006-07-18,0.1247311827956989
2006-07-19,0.13763440860215057
2006-07-20,0.14623655913978495
2006-07-21,0.13763440860215054
2006-07-24,0.14623655913978495
2006-07-25,0.15698924731182792
2006-07-26,0.14623655913978492
2006-07-27,0.15053763440860213
2006-07-28,0.15698924731182792
2006-07-31,0.15053763440860213
2006-08-01,0.15698924731182795
2006-08-02,0.15913978494623654
2006-08-03,0.16129032258064513
2006-08-04,0.16774193548387095
2006-08-07,0.16989247311827954
2006-08-08,0.17634408602150536
2006-08-09,0.15483870967741933
2006-08-10,0.15913978494623654
2006-08-11,0.17204301075268813
2006-08-14,0.17419354838709677
2006-08-15,0.210752688172043
2006-08-16,0.21720430107526878
2006-08-17,0.21290322580645157
2006-08-18,0.221505376344086
2006-08-21,0.21290322580645157
2006-08-22,0.2150537634408602
2006-08-23,0.2236559139784946
2006-08-24,0.2150537634408602
2006-08-25,0.19569892473118278
2006-08-28,0.20430107526881722
2006-08-29,0.20860215053763442
2006-08-30,0.1956989247311828
2006-08-31,0.2
2006-09-01,0.2129032258064516
2006-09-05,0.210752688172043
2006-09-06,0.2258064516129032
2006-09-07,0.2301075268817204
2006-09-08,0.23010752688172045
2006-09-11,0.24086021505376345
2006-09-12,0.25806451612903225
2006-09-13,0.25806451612903225
2006-09-14,0.2494623655913978
2006-09-15,0.253763440860215
2006-09-18,0.26881720430107525
2006-09-19,0.25806451612903225
2006-09-20,0.24516129032258063
2006-09-21,0.23225806451612901
2006-09-22,0.23010752688172043
2006-09-25,0.2129032258064516
2006-09-26,0.23440860215053763
2006-09-27,0.24731182795698922
2006-09-28,0.2494623655913978
2006-09-29,0.253763440860215
2006-10-02,0.24946236559139784
2006-10-03,0.24516129032258066
2006-10-04,0.25591397849462366
2006-10-05,0.23010752688172045
2006-10-06,0.21935483870967742
2006-10-09,0.2043010752688172
2006-10-10,0.1935483870967742
2006-10-11,0.18494623655913978
2006-10-12,0.18064516129032254
2006-10-13,0.16989247311827957
2006-10-16,0.15268817204301074
2006-10-17,0.16774193548387095
2006-10-18,0.14623655913978495
2006-10-19,0.13118279569892471
2006-10-20,0.13548387096774195
2006-10-23,0.11397849462365589
2006-10-24,0.1118279569892473
2006-10-25,0.10537634408602152
2006-10-26,0.10107526881720429
2006-10-27,0.09677419354838708
2006-10-30,0.10322580645161289
2006-10-31,0.09892473118279571
2006-11-01,0.0989247311827957
2006-11-02,0.1075268817204301
2006-11-03,0.10537634408602149
2006-11-06,0.09032258064516127
2006-11-07,0.09032258064516129
2006-11-08,0.09677419354838708
2006-11-09,0.08602150537634408
2006-11-10,0.09247311827956987
2006-11-13,0.08602150537634408
2006-11-14,0.08817204301075268
2006-11-15,0.08817204301075268
2006-11-16,0.09032258064516129
2006-11-17,0.06666666666666667
2006-11-20,0.055913978494623665
2006-11-21,0.05806451612903226
2006-11-22,0.06451612903225808
2006-11-24,0.06451612903225808
2006-11-27,0.06666666666666668
2006-11-28,0.06881720430107527
2006-11-29,0.07096774193548387
2006-11-30,0.07096774193548387
2006-12-01,0.06881720430107527
2006-12-04,0.06666666666666667
2006-12-05,0.06021505376344087
2006-12-06,0.06451612903225808
2006-12-07,0.06021505376344087
2006-12-08,0.06021505376344087
2006-12-11,0.06021505376344087
2006-12-12,0.055913978494623665
2006-12-13,0.05376344086021506
2006-12-14,0.055913978494623665
2006-12-15,0.053763440860215055
2006-12-18,0.05161290322580645
2006-12-19,0.05161290322580646
2006-12-20,0.049462365591397855
2006-12-21,0.04516129032258064
2006-12-22,0.04516129032258064
2006-12-26,0.043010752688172046
2006-12-27,0.04516129032258065
2006-12-28,0.04086021505376344
2006-12-29,0.04516129032258065
2007-01-03,0.038709677419354854
2007-01-04,0.036559139784946244
2007-01-05,0.03225806451612903
2007-01-08,0.030107526881720432
2007-01-09,0.030107526881720432
2007-01-10,0.03225806451612903
2007-01-11,0.03440860215053764
2007-01-12,0.038709677419354854
2007-01-16,0.03440860215053764
2007-01-17,0.03225806451612903
2007-01-18,0.036559139784946244
2007-01-19,0.036559139784946244
2007-01-22,0.03225806451612903
