date,1. open,2. high,3. low,4. close,5. volume
2008-03-19,59.5,69.0,55.0,56.5,177121500.0
2008-03-20,58.47,65.0,57.5,64.35,49746300.0
2008-03-24,67.24,67.7,59.0,59.73,37391600.0
2008-03-25,60.63,64.25,59.82,63.25,21773000.0
2008-03-26,62.5,64.48,61.57,63.96,10777900.0
2008-03-27,64.05,64.74,62.65,62.91,9957400.0
2008-03-28,63.1,63.44,62.16,62.76,6168800.0
2008-03-31,62.7,63.48,62.05,62.36,5539300.0
2008-04-01,63.0,63.68,60.31,61.61,15102700.0
2008-04-02,61.79,62.32,60.5,62.32,10959100.0
2008-04-03,61.93,66.29,61.82,65.5,25217000.0
2008-04-04,64.87,65.32,63.75,64.48,9098600.0
2008-04-07,65.02,65.8,64.02,65.04,7075400.0
2008-04-08,65.2,68.24,64.81,68.09,13481400.0
2008-04-09,68.35,68.72,65.61,65.79,12081100.0
2008-04-10,66.67,66.73,65.11,66.11,5593000.0
2008-04-11,65.25,66.77,65.25,66.11,6605400.0
2008-04-14,66.98,67.24,65.53,65.68,7110900.0
2008-04-15,66.54,66.55,64.0,64.35,5972000.0
2008-04-16,65.0,66.95,64.56,66.14,6284200.0
2008-04-17,66.47,67.75,66.01,67.04,5614900.0
2008-04-18,68.1,70.447,67.2,69.0,26024900.0
2008-04-21,69.7,72.5,68.85,70.97,14712000.0
2008-04-22,72.1,72.4,70.0,70.28,11839400.0
2008-04-23,71.15,71.7,69.69,70.08,9329900.0
2008-04-24,71.2,72.99,70.04,72.3,9521700.0
2008-04-25,76.0,76.08,73.91,75.1,25365000.0
2008-04-28,76.22,77.29,74.9,75.63,33129300.0
2008-04-29,73.28,80.88,71.0,80.88,49327100.0
2008-04-30,81.21,84.81,81.07,83.45,36885900.0
2008-05-01,84.68,87.64,83.9,85.4,29098900.0
2008-05-02,87.25,87.5,81.0,82.75,34162200.0
2008-05-05,82.85,85.5,80.82,85.06,17594300.0
2008-05-06,85.39,88.15,84.75,87.53,18978300.0
